X,Y,fid,Bouguer_mG
-17.8890971289922,28.7350651987483,52,303
-17.8923951420387,28.7330236693854,53,303
-17.8956930228914,28.7309820680618,54,303
-17.8975804788467,28.7284779068271,55,303
-17.8994746475482,28.7262199483989,56,303
-17.9003502883004,28.7225056150147,57,303
-17.9004049412773,28.7194248233007,58,303
-17.8998805932918,28.7156173459866,59,303
-17.8976839246525,28.7119689092897,60,303
-17.8951125892498,28.7099298602815,61,303
-17.8918431388031,28.7079056930279,62,303
-17.8875997093064,28.7060254332765,63,303
-17.8833631786483,28.7043912567301,64,303
-17.8794094183657,28.7028741042015,65,303
-17.8745018806387,28.7022394170678,66,303
-17.8696111940379,28.7022201246562,67,303
-17.8649930579434,28.7019485052096,68,303
-17.860388334444,28.7021691919842,69,303
-17.8557869227919,28.7025128400626,70,303
-17.8524756534015,28.704060996547,71,303
-17.8506108294595,28.7074264021471,72,303
-17.8501424122789,28.7107623506814,73,303
-17.8509576120575,28.7150567310223,74,303
-17.8521818523101,28.7189729065143,75,303
-17.8532498023252,28.7222764271906,76,303
-17.8550094873834,28.7253189470244,77,303
-17.8564832320152,28.7281211084953,78,303
-17.8578274385286,28.7312955503487,79,303
-17.8597103358835,28.7337194505733,80,303
-17.8618626195483,28.7357680527903,81,303
-17.8642775585624,28.7371951141289,82,303
-17.8671015303311,28.7382438887305,83,303
-17.8711861075136,28.7393890000118,84,303
-17.8749644019463,28.7395550139251,85,303
-17.8580077702855,28.7019731611815,86,303
-17.8534297510401,28.703178548474,87,303
-17.8511193098505,28.7055678615352,88,303
-17.8503782934288,28.7091559352386,89,303
