Site,LatitudeOH,LongitudeOH,LatitudeWGS84,LongitudeWGS84,elevation,ObsGravity
77-51,19.128,-155.756836,19.124946,-155.754128,1121.2,978620.4
77-52,19.125668,-155.764008,19.122614,-155.7613,1046.5,978633.68
77-53,19.132833,-155.766327,19.129779,-155.763619,1099.5,978622.41
77-54,19.130333,-155.773834,19.127279,-155.771126,1041,978631.07
77-55,19.137333,-155.776001,19.134279,-155.773293,1127.5,978613.86
77-56,19.134834,-155.783005,19.13178,-155.780297,1059.5,978624.92
C1,19.4965,-155.580002,19.493422,-155.57729,3968.3,978075.03
D1,19.497833,-155.573837,19.494755,-155.571125,3660.7,978137.27
E1,19.519501,-155.522507,19.516421,-155.519795,3475.1,978174.85
F1,19.5315,-155.498337,19.528419,-155.495625,3299.1,978207.85
G1,19.532667,-155.473663,19.529585,-155.470951,3095.4,978250.13
I1,19.528334,-155.44783,19.525252,-155.445119,2842.5,978300.17
Q21,19.517,-155.427673,19.513918,-155.424962,2593.2,978351.55
77-57,19.071501,-155.683167,19.068449,-155.680461,692.2,978716.1
AKIHI,19.094334,-155.681168,19.091281,-155.678461,912,978665.87
77-58,19.094334,-155.681335,19.091281,-155.678628,780.7,978698.55
77-59,19.098696,-155.694717,19.095643,-155.69201,867.8,978680.14
77-60,19.109164,-155.674957,19.10611,-155.67225,988.3,978650.51
77-61,19.114076,-155.681427,19.111022,-155.67872,1042.4,978641.97
77-62,19.113896,-155.689885,19.110842,-155.687178,1054.9,978640.38
77-63,19.113832,-155.698837,19.110778,-155.69613,1026,978645.91
77-64,19.1285,-155.699829,19.125445,-155.697122,1183.8,978616.21
77-65,19.158333,-155.685837,19.155276,-155.683129,1422.8,978571.75
77-66,19.150916,-155.701296,19.14786,-155.698588,1412.1,978575.05
77-67,19.164499,-155.698166,19.161442,-155.695458,1520.2,978552.21
77-68,19.173,-155.688004,19.169942,-155.685296,1551.8,978548.63
PUALEH,19.257237,-155.790038,19.254176,-155.787328,1840.4,978470.24
77-69,19.263834,-155.746506,19.260772,-155.743796,2257,978401.37
77-70,19.266682,-155.751042,19.26362,-155.748332,2231.6,978405.25
77-71,19.268174,-155.755219,19.265112,-155.752509,2198.9,978409.69
77-72,19.266721,-155.764518,19.263659,-155.761808,2124.5,978420.45
77-73,19.264429,-155.776838,19.261367,-155.774128,1977.4,978447.09
77-74,19.255317,-155.807674,19.252256,-155.804963,1600.2,978515.57
77-75,19.23611,-155.818993,19.233051,-155.816283,1333.8,978567.34
77-76,19.232614,-155.837441,19.229555,-155.83473,1088.1,978610.48
BM2690,19.2285,-155.855499,19.225442,-155.852788,819.9,978660.35
77-78,19.230585,-155.872184,19.227527,-155.869473,559.3,978709.16
77-77,19.171833,-155.866333,19.168778,-155.863623,503.5,978723.41
GC1,19.729834,-155.089172,19.726735,-155.086461,2.1,978859.37
77-79,19.123667,-155.770996,19.120613,-155.768288,991,978642.31
77-80,19.121334,-155.778336,19.118281,-155.775628,917.7,978654.73
77-81,19.119167,-155.785339,19.116114,-155.782631,862.8,978663.28
77-82,19.116667,-155.792328,19.113614,-155.78962,795.7,978674.83
77-83,19.125834,-155.787674,19.122781,-155.784966,939.2,978646.27
77-84,19.128,-155.78067,19.124946,-155.777962,985.3,978639.72
77-85,19.114666,-155.775833,19.111613,-155.773125,864,978665.7
77-86,19.117001,-155.768494,19.113948,-155.765786,923.9,978655.61
77-87,19.119333,-155.761337,19.11628,-155.758629,986.8,978645.47
77-88,19.1215,-155.753998,19.118446,-155.75129,1050.9,978634.42
77-89,19.114834,-155.751831,19.111781,-155.749123,985.4,978648.68
77-90,19.117167,-155.744659,19.114113,-155.741951,1049.2,978636.93
77-91,19.119333,-155.737839,19.116279,-155.735131,1093.8,978629.81
77-92,19.110167,-155.742172,19.107114,-155.739464,975.3,978653.16
77-93,19.107834,-155.749496,19.104781,-155.746788,925.6,978661.3
77-94,19.105333,-155.756668,19.10228,-155.75396,871.4,978669.65
77-95,19.112167,-155.759003,19.109114,-155.756295,913.9,978660.71
77-96,19.110167,-155.766327,19.107114,-155.763619,862.4,978668.53
77-ZZ,19.118999,-155.773331,19.115946,-155.770623,931,978653.94
77-Z,19.116833,-155.780334,19.11378,-155.777626,860.6,978666.4
77-A,19.112333,-155.782837,19.10928,-155.780129,804.2,978676
77-J,19.110001,-155.789993,19.106948,-155.787285,729.2,978689.09
77-L,19.107666,-155.796997,19.104614,-155.794289,698.7,978692.62
77-V,19.105333,-155.804001,19.102281,-155.801293,630.1,978706.17
77-W,19.098499,-155.801666,19.095447,-155.798958,598.2,978711.93
77-U,19.101,-155.794495,19.097948,-155.791787,634.9,978706.56
77-K,19.113333,-155.799164,19.11028,-155.796456,733.6,978685.68
77-M,19.103167,-155.787338,19.100115,-155.78463,691.6,978697.15
77-I,19.105499,-155.780334,19.102447,-155.777626,751.3,978686.98
77-B,19.107666,-155.773163,19.104613,-155.770455,803.1,978678.67
77-C,19.103333,-155.763672,19.10028,-155.760964,802.5,978681.89
77-H,19.101,-155.770828,19.097948,-155.76812,742.4,978691.99
77-N,19.098667,-155.777832,19.095615,-155.775124,701.9,978697.52
77-T,19.096333,-155.784836,19.093281,-155.782128,654.1,978704.65
77-X,19.094,-155.792007,19.090948,-155.789299,594,978715.27
77-Y,19.09,-155.782669,19.086949,-155.779961,603.3,978716.12
77-S,19.091833,-155.77533,19.088781,-155.772622,645.2,978710.08
77-O,19.094166,-155.768326,19.091114,-155.765618,686.4,978703.49
77-G,19.0965,-155.761337,19.093448,-155.758629,746.7,978693.53
77-D,19.098833,-155.754166,19.095781,-155.751459,824.5,978679.07
77-E,19.101166,-155.746994,19.098113,-155.744287,852.4,978677.02
77-F,19.091833,-155.751831,19.088781,-155.749124,725.6,978701.08
77-P,19.0895,-155.758835,19.086448,-155.756128,686.4,978706.62
77-R,19.087334,-155.765839,19.084282,-155.763132,636.4,978714.28
77-Q,19.084,-155.752838,19.080948,-155.750131,636.3,978718.36
LYMAN2,19.725834,-155.057327,19.722735,-155.054616,7,978862.06
90-1,19.709499,-155.113663,19.706402,-155.110952,137.9,978826.96
BM1123,19.688667,-155.144165,19.685571,-155.141454,342.3,978783.27
90-2,19.684668,-155.182831,19.681573,-155.18012,584.6,978736.12
90-3,19.698,-155.217667,19.694905,-155.214955,768.9,978700.69
90-4,19.697334,-155.253494,19.694239,-155.250782,1003,978658.21
BM3974,19.690666,-155.285004,19.687572,-155.282292,1211.3,978622.78
90-5,19.6805,-155.315826,19.677407,-155.313113,1380.2,978598.76
90-6,19.674168,-155.355667,19.671076,-155.352954,1617.6,978558.75
90-7,19.684999,-155.406326,19.681907,-155.403612,1837.2,978522.68
BM6697,19.703667,-155.465332,19.700575,-155.462617,2041.3,978489.68
LYMAN2,19.725834,-155.057327,19.722735,-155.054616,7,978862.07
90-1,19.709499,-155.113663,19.706402,-155.110952,137.9,978826.94
BM1123,19.688667,-155.144165,19.685571,-155.141454,342.3,978783.24
90-2,19.684668,-155.182831,19.681573,-155.18012,584.6,978736.1
90-3,19.698,-155.217667,19.694905,-155.214955,768.9,978700.66
90-4,19.697334,-155.253494,19.694239,-155.250782,1003,978658.21
BM3974,19.690666,-155.285004,19.687572,-155.282292,1211.3,978622.77
90-5,19.6805,-155.315826,19.677407,-155.313113,1380.2,978598.75
90-6,19.674168,-155.355667,19.671076,-155.352954,1617.6,978558.78
90-7,19.684999,-155.406326,19.681907,-155.403612,1837.2,978522.7
BM6697,19.703667,-155.465332,19.700575,-155.462617,2041.3,978489.7
LYMAN2,19.725834,-155.057327,19.722735,-155.054616,7,978862.07
90-1,19.709499,-155.113663,19.706402,-155.110952,137.9,978826.96
BM1123,19.688667,-155.144165,19.685571,-155.141454,342.3,978783.27
90-2,19.684668,-155.182831,19.681573,-155.18012,584.6,978736.1
90-3,19.698,-155.217667,19.694905,-155.214955,768.9,978700.64
90-4,19.697334,-155.253494,19.694239,-155.250782,1003,978658.17
BM3974,19.690666,-155.285004,19.687572,-155.282292,1211.3,978622.76
90-5,19.6805,-155.315826,19.677407,-155.313113,1380.2,978598.75
90-6,19.674168,-155.355667,19.671076,-155.352954,1617.6,978558.77
90-7,19.684999,-155.406326,19.681907,-155.403612,1837.2,978522.7
BM6697,19.703667,-155.465332,19.700575,-155.462617,2041.3,978489.68
LYMAN2,19.725834,-155.057327,19.722735,-155.054616,7,978862.07
90-1,19.709499,-155.113663,19.706402,-155.110952,137.9,978826.92
BM1123,19.688667,-155.144165,19.685571,-155.141454,342.3,978783.24
90-2,19.684668,-155.182831,19.681573,-155.18012,584.6,978736.08
90-3,19.698,-155.217667,19.694905,-155.214955,768.9,978700.66
90-4,19.697334,-155.253494,19.694239,-155.250782,1003,978658.18
BM3974,19.690666,-155.285004,19.687572,-155.282292,1211.3,978622.76
90-5,19.6805,-155.315826,19.677407,-155.313113,1380.2,978598.75
90-6,19.674168,-155.355667,19.671076,-155.352954,1617.6,978558.77
90-7,19.684999,-155.406326,19.681907,-155.403612,1837.2,978522.69
BM6697,19.703667,-155.465332,19.700575,-155.462617,2041.3,978489.68
VANCE,19.639999,-155.484161,19.636911,-155.481447,2149.1,978444.12
AMY001,19.586834,-155.456161,19.583749,-155.453449,2529.8,978358.6
AMY002,19.5825,-155.466507,19.579415,-155.463795,2586.5,978347.52
AMY004,19.666834,-155.472,19.663745,-155.469286,2037.3,978475.34
AMY005,19.679333,-155.337997,19.676241,-155.335284,1535.9,978571.06
AMY006,19.6805,-155.321671,19.677407,-155.318958,1435.6,978589.66
AMY007,19.6805,-155.310501,19.677407,-155.307789,1362.7,978600.53
BM4141,19.687666,-155.296173,19.684573,-155.293461,1262.1,978616.05
AMY008,19.690332,-155.280838,19.687238,-155.278126,1178.3,978627.3
VANCE,19.639999,-155.484161,19.636911,-155.481447,2149.1,978444.23
AMY009,19.574667,-155.462494,19.571583,-155.459782,2672,978331.1
AMY010,19.554167,-155.470505,19.551084,-155.467793,2903.3,978285.91
AMY011,19.538334,-155.477493,19.535252,-155.474781,3112.1,978243.1
E21,19.533833,-155.481674,19.530751,-155.478962,3175.9,978231.84
N21,19.533501,-155.467331,19.530419,-155.464619,3058.8,978249.46
P21,19.529333,-155.456833,19.526251,-155.454122,2927,978282.68
VANCE,19.639999,-155.484161,19.636911,-155.481447,2149.1,978444.21
AMY018,19.538166,-155.584335,19.535086,-155.581622,3412.1,978174.61
AMY019,19.547501,-155.5625,19.54442,-155.559787,3234.1,978212.53
AMY020,19.555334,-155.543335,19.552252,-155.540622,3115.5,978236.5
AMY021,19.561832,-155.533829,19.558749,-155.531116,3009.2,978259.09
AMY022,19.578333,-155.511993,19.575249,-155.50928,2769.1,978306.79
AMY023,19.5725,-155.510666,19.569417,-155.507953,2838.6,978293.34
AMY024,19.567833,-155.494827,19.56475,-155.492114,2835.3,978296.57
AMY025,19.606167,-155.489334,19.603081,-155.486621,2450,978372.93
AMY012,19.571167,-155.47934,19.568083,-155.476628,2750.7,978313.32
AMY013,19.556168,-155.487335,19.553085,-155.484623,2950,978275.2
AMY014,19.543667,-155.488998,19.540585,-155.486286,3097.4,978246.41
H21,19.531834,-155.492172,19.528753,-155.48946,3258.1,978215.14
E21,19.533833,-155.481674,19.530751,-155.478962,3175.9,978231.6
AMY015,19.543833,-155.477493,19.540751,-155.474781,3048.1,978255.14
AMY016,19.555834,-155.475494,19.552751,-155.472782,2897.5,978286.63
AMY017,19.569,-155.47583,19.565916,-155.473118,2762.6,978311.68
P21,19.529333,-155.456833,19.526251,-155.454122,2927,978282.71
ISIS,19.522667,-155.439163,19.519585,-155.436452,2743.2,978319.67
AMY026,19.514668,-155.4245,19.511587,-155.421789,2556.4,978359.41
AMY027,19.506166,-155.412994,19.503085,-155.410283,2383.1,978395.66
AMY028,19.500834,-155.396667,19.497753,-155.393957,2189.5,978435.78
KFAS,19.421167,-155.419006,19.418091,-155.416297,1580.7,978546.13
AINA,19.376333,-155.460663,19.37326,-155.457954,1542,978553.92
ML-8,19.406334,-155.541672,19.403261,-155.538962,2992.1,978265.44
ML-4,19.431334,-155.570663,19.42826,-155.567952,3800.3,978095.01
92-2,19.386667,-155.627838,19.383596,-155.625127,3384.2,978182.72
92-3,19.361,-155.677505,19.357931,-155.674794,2931.7,978271.69
ELER,19.445833,-155.518997,19.442757,-155.516286,3136.3,978229.23
ELEK,19.483166,-155.456665,19.480087,-155.453954,2599.1,978344.93
49FL,19.369333,-155.577164,19.366262,-155.574454,2811.6,978310.54
SELH,19.406834,-155.601837,19.403761,-155.599126,3613.6,978136
92-1,19.401833,-155.640839,19.398761,-155.638128,3516.9,978155.7
92-4,19.349167,-155.659332,19.346099,-155.656621,2935.8,978272.32
MOKU,19.490833,-155.521332,19.487754,-155.51862,3404.3,978179.16
KULU,19.458,-155.470673,19.454923,-155.467963,2550.8,978349.78
LKAOS,19.584999,-155.634827,19.581917,-155.632113,2565.4,978330.57
BRSH,19.565001,-155.712326,19.561921,-155.709611,2165.6,978403.57
ALEA,19.544167,-155.6465,19.541087,-155.643786,2897.3,978270.52
AMY029,19.596834,-155.743668,19.593753,-155.740952,1751.8,978481.88
AMY030,19.444666,-155.711502,19.441593,-155.708789,2559.7,978326
51FL,19.4575,-155.662338,19.454425,-155.659626,3332.4,978181.06
MLSW,19.451,-155.626999,19.447925,-155.624287,3894.8,978078.97
75FL,19.442833,-155.599503,19.439758,-155.596791,3947.5,978083.32
NWML,19.506332,-155.610992,19.503254,-155.608279,3833.2,978084.51
MLCE,19.457666,-155.561005,19.45459,-155.558294,3847.8,978090.41
BM4141,19.687666,-155.296173,19.684573,-155.293461,1262.1,978616.18
AMY031,19.679333,-155.291672,19.67624,-155.28896,1267.5,978615.39
AMY032,19.667166,-155.281006,19.664074,-155.278294,1202.8,978628.87
AMY033,19.658001,-155.272659,19.654909,-155.269947,1168.9,978635.5
AMY034,19.653166,-155.268494,19.650074,-155.265782,1163.4,978636.48
AMY035,19.641666,-155.257828,19.638575,-155.255117,1111.8,978646.98
AMY036,19.633667,-155.250504,19.630576,-155.247793,1070.4,978655.19
42FL,19.632833,-155.245667,19.629742,-155.242956,1052.7,978657.67
AMY037,19.626333,-155.243668,19.623242,-155.240957,1043.2,978660.48
AMY038,19.618,-155.235992,19.61491,-155.233281,999.5,978670.04
AMY039,19.613832,-155.231995,19.610742,-155.229284,996.2,978670.33
AMY040,19.608833,-155.227493,19.605743,-155.224783,967.5,978676.67
AMY040,19.608833,-155.227493,19.605743,-155.224783,967.5,978676.65
AMY041,19.606667,-155.225998,19.603577,-155.223288,960.9,978678.32
AMY042,19.604166,-155.223328,19.601076,-155.220618,956.3,978679.62
AMY043,19.601166,-155.220001,19.598077,-155.217291,943.5,978682.05
AMY044,19.597834,-155.217499,19.594745,-155.214789,916.9,978687.84
AMY045,19.594667,-155.21434,19.591578,-155.21163,895.1,978692.36
AMY046,19.592333,-155.212173,19.589244,-155.209463,889.6,978693.79
AMY047,19.590166,-155.210327,19.587077,-155.207617,886.2,978694.77
AMY048,19.585833,-155.206665,19.582744,-155.203955,875.6,978697.18
AMY049,19.5825,-155.203339,19.579411,-155.200629,868.8,978698.57
JPK111,19.543167,-155.376007,19.540083,-155.373296,2173.1,978436.66
JPK112,19.566833,-155.380997,19.563748,-155.378286,2144.8,978438.35
JPK113,19.576166,-155.414993,19.573081,-155.412281,2352.2,978395.13
JPK114,19.559834,-155.436005,19.55675,-155.433293,2635.7,978339.04
JPK115,19.540833,-155.421005,19.53775,-155.418294,2608.7,978345.91
JPK116,19.545334,-155.408005,19.542251,-155.405294,2495.9,978367.56
JPK117,19.5175,-155.397995,19.514418,-155.395284,2295.9,978412.3
JPK118,19.5065,-155.369003,19.503418,-155.366293,1987.3,978477.25
JPK119,19.466833,-155.408005,19.463754,-155.405295,1959.1,978476.71
JPK120,19.421167,-155.475998,19.418092,-155.473288,2217.4,978416.29
JPK121,19.507668,-155.477005,19.504588,-155.474294,2924.9,978282.23
JPK122,19.491501,-155.427994,19.488421,-155.425283,2378.5,978396.01
77-63,19.113832,-155.698837,19.110778,-155.69613,1026,978645.19
76-34,19.140833,-155.701508,19.137777,-155.6988,1304.8,978593.66
JPK123,19.1635,-155.697327,19.160443,-155.694619,1512.3,978555.76
92-8,19.173666,-155.6875,19.170608,-155.684792,1558,978547.02
JPK124,19.192167,-155.667496,19.189108,-155.664788,1655.8,978529.5
HINA,19.2365,-155.63266,19.233438,-155.629952,1895.9,978490.27
JPK125,19.258833,-155.649826,19.25577,-155.647117,1991.6,978472.99
MOAU,19.287167,-155.589172,19.284101,-155.586463,2076,978460.6
KR3,19.308834,-155.576004,19.305767,-155.573295,2205.5,978435.74
JPK126,19.318001,-155.570007,19.314933,-155.567298,2233.5,978431.21
JPK127,19.316999,-155.556168,19.313931,-155.553459,2117.7,978453.5
WAIH,19.331167,-155.537994,19.328098,-155.535285,2092,978458.22
JPK128,19.717167,-155.133835,19.71407,-155.131124,248.1,978803.41
BOULDE,19.671,-155.373169,19.667909,-155.370456,1719,978537.85
JPK129,19.662834,-155.371338,19.659743,-155.368625,1704.1,978541.28
JPK130,19.643833,-155.366837,19.640743,-155.364125,1746.7,978529.92
JPK131,19.636,-155.364838,19.632911,-155.362126,1748.5,978526.55
JPK132,19.620333,-155.360336,19.617245,-155.357624,1776.9,978516.59
JPK133,19.594833,-155.394669,19.591746,-155.391957,2068.3,978453.27
JPK134,19.596001,-155.382339,19.592914,-155.379627,1979.9,978472.8
JPK135,19.599501,-155.356339,19.596414,-155.353627,1828.7,978504.31
JPK136,19.703501,-155.139496,19.700404,-155.136785,290.4,978793.67
JPK137,19.675667,-155.144333,19.672572,-155.141622,372.5,978778.02
JPK138,19.341333,-155.397995,19.338261,-155.395287,822.5,978714.86
JPK139,19.356667,-155.40834,19.353594,-155.405632,993.7,978672.95
JPK140,19.359167,-155.421494,19.356095,-155.418786,1106.3,978644.71
JPK141,19.370667,-155.430328,19.367594,-155.427619,1256.6,978612.77
JPK142,19.372999,-155.442001,19.369926,-155.439292,1368.5,978589.06
JPK143,19.374666,-155.455826,19.371593,-155.453117,1475,978568.86
AINA,19.376333,-155.460663,19.37326,-155.457954,1542,978554.05
JPK144,19.372499,-155.473495,19.369427,-155.470786,1625,978539.36
JPK145,19.372,-155.482666,19.368928,-155.479957,1718.9,978522.14
KFLT,19.371334,-155.42334,19.368261,-155.420631,1256.6,978611.67
JPK146,19.337166,-155.39534,19.334094,-155.392632,810.7,978719.69
JPK147,19.334499,-155.386337,19.331427,-155.383629,805.6,978723.04
JPK148,19.328667,-155.383835,19.325596,-155.381128,797.6,978723.58
JPK149,19.322666,-155.378326,19.319595,-155.375619,795.6,978723.2
JPK150,19.327168,-155.373672,19.324097,-155.370965,808.1,978722.76
JPK151,19.322166,-155.356339,19.319095,-155.353632,804.6,978718.37
JPK152,19.326,-155.367661,19.322929,-155.364954,816.7,978720.38
JPK153,19.422167,-155.64534,19.419094,-155.642628,3550.8,978144.26
JPK154,19.464333,-155.754669,19.461259,-155.751956,1984.9,978442.44
JPK155,19.412167,-155.715332,19.409096,-155.71262,2577.8,978325.18
JPK156,19.376833,-155.727341,19.373764,-155.724629,2466.6,978346.57
JPK157,19.386833,-155.765503,19.383764,-155.762791,2044.4,978423.06
JPK158,19.338499,-155.786667,19.335433,-155.783955,1890.4,978456.78
JPK159,19.3465,-155.735504,19.343433,-155.732793,2453.2,978352.77
JPK160,19.303499,-155.740829,19.300435,-155.738118,2406,978367.86
JPK161,19.303167,-155.794174,19.300103,-155.791463,1798.4,978477.13
JPK162,19.23,-155.782166,19.22694,-155.779456,1740.9,978493.71
JPK163,19.204,-155.703339,19.200941,-155.70063,1817.8,978495.69
JPK164,19.225,-155.673828,19.221939,-155.671119,1931.5,978476.45
JPK165,19.259167,-155.704498,19.256105,-155.701788,2228.3,978415.05
JPK166,19.309834,-155.694672,19.306768,-155.691962,2627.1,978332.84
JPK167,19.348667,-155.666672,19.345599,-155.663961,2917.2,978276.6
JPK168,19.283001,-155.636993,19.279936,-155.634284,2252.5,978421.04
JPK169,19.316334,-155.605499,19.313267,-155.602789,2432.9,978386.71
JPK170,19.344,-155.611328,19.340931,-155.608618,2744.9,978323.21
JPK171,19.351833,-155.53717,19.348763,-155.534461,2300.7,978413.05
JPK172,19.521833,-155.251663,19.518749,-155.248954,1223.2,978631.64
JPK173,19.490999,-155.021332,19.487913,-155.018626,348.8,978808.1
JPK174,19.458,-155.029831,19.454916,-155.027125,450.4,978793.24
JPK175,19.436167,-155.051498,19.433085,-155.048792,548.3,978777.03
JPK176,19.422333,-155.093994,19.419252,-155.091288,678.2,978753.66
JPK177,20.086,-155.733505,20.082891,-155.730781,1520,978618.13
JPK178,20.163834,-155.754669,20.160721,-155.751944,752.3,978754.78
JPK179,20.142166,-155.675507,20.139053,-155.672783,842.8,978753.55
JPK180,19.804832,-155.526169,19.801735,-155.523452,3145.8,978253.85
JPK181,19.847666,-155.5215,19.844567,-155.518782,3258.5,978224.68
JPK182,19.884333,-155.483994,19.881231,-155.481276,3168.3,978224.07
JPK183,19.867167,-155.421341,19.864065,-155.418624,3246.1,978209.98
